171,0.7300,0.7300,0.7150,0.7000,0.6991,0.7062,0.7064,0.7102,0.7119,0.7159,0.7252,0.7354,0.7437,0.7550,0.7684,0.7823,0.8093,0.8221
172,0.7220,0.7220,0.6990,0.6760,0.6790,0.6860,0.6861,0.6890,0.6920,0.6961,0.7050,0.7156,0.7249,0.7377,0.7521,0.7680,0.7978,0.8114
173,0.6272,0.6272,0.6346,0.6420,0.6494,0.6637,0.6632,0.6663,0.6714,0.6748,0.6844,0.6947,0.7054,0.7193,0.7349,0.7524,0.7847,0.7986
174,0.5740,0.5740,0.5960,0.6180,0.6400,0.6426,0.6414,0.6430,0.6504,0.6530,0.6620,0.6722,0.6838,0.6984,0.7146,0.7333,0.7686,0.7838
175,0.6270,0.6270,0.6230,0.6190,0.6150,0.6110,0.6147,0.6156,0.6248,0.6266,0.6360,0.6462,0.6594,0.6740,0.6923,0.7130,0.7521,0.7690
176,0.7100,0.7100,0.6740,0.6380,0.6020,0.5660,0.5680,0.5850,0.5970,0.5977,0.6082,0.6176,0.6323,0.6451,0.6660,0.6882,0.7308,0.7500
177,0.6872,0.6872,0.6584,0.6296,0.6008,0.5720,0.5360,0.5000,0.5648,0.5639,0.5752,0.5841,0.6002,0.6101,0.6344,0.6591,0.7061,0.7294
178,0.4498,0.4498,0.4586,0.4674,0.4762,0.4850,0.4960,0.5070,0.5180,0.5290,0.5214,0.5329,0.5530,0.5602,0.5910,0.6202,0.6720,0.7019
179,0.3294,0.3294,0.3398,0.3502,0.3606,0.3710,0.3840,0.3970,0.4100,0.4230,0.4490,0.4750,0.5010,0.5270,0.5483,0.5721,0.6212,0.6586
180,0.4167,0.4167,0.4211,0.4255,0.4299,0.4343,0.4399,0.4454,0.4509,0.4564,0.4674,0.4785,0.4895,0.5005,0.5226,0.5446,0.5887,0.6328
